y_true,p0,p1,prediction,correct
0,0.8468326926231384,0.15316733717918396,0,1
1,0.685790479183197,0.31420955061912537,0,0
0,0.9620475172996521,0.03795253485441208,0,1
1,0.6045781970024109,0.3954217731952667,0,0
0,0.795350968837738,0.20464903116226196,0,1
1,0.8372290134429932,0.16277094185352325,0,0
0,0.37165066599845886,0.6283493041992188,1,0
0,0.9962447285652161,0.0037552316207438707,0,1
0,0.9028239846229553,0.09717599302530289,0,1
0,0.7965534329414368,0.20344653725624084,0,1
0,0.7361027002334595,0.26389726996421814,0,1
0,0.9171736836433411,0.08282627910375595,0,1
1,0.8432471752166748,0.15675275027751923,0,0
1,0.8211106061935425,0.1788894087076187,0,0
1,0.9732545018196106,0.026745451614260674,0,0
0,0.9911899566650391,0.008810068480670452,0,1
0,0.9131010174751282,0.08689896762371063,0,1
0,0.7391748428344727,0.26082509756088257,0,1
0,0.9875682592391968,0.012431774288415909,0,1
1,0.5728502869606018,0.4271497428417206,0,0
1,0.044659461826086044,0.9553405046463013,1,1
1,0.6157535314559937,0.38424646854400635,0,0
0,0.8623546361923218,0.13764533400535583,0,1
0,0.8283974528312683,0.17160248756408691,0,1
0,0.9527832865715027,0.04721672087907791,0,1
0,0.8501350283622742,0.14986492693424225,0,1
0,0.878002941608429,0.12199702113866806,0,1
0,0.7161798477172852,0.28382018208503723,0,1
1,0.04148907959461212,0.9585109353065491,1,1
0,0.9953622221946716,0.004637769889086485,0,1
0,0.9130344390869141,0.08696559071540833,0,1
0,0.7324236035346985,0.2675763964653015,0,1
0,0.9898417592048645,0.010158254764974117,0,1
1,0.6382656693458557,0.3617343306541443,0,0
1,0.25472399592399597,0.7452760338783264,1,1
0,0.9383796453475952,0.061620425432920456,0,1
1,0.25796014070510864,0.7420398592948914,1,1
0,0.7724677920341492,0.22753217816352844,0,1
1,0.7461792230606079,0.25382083654403687,0,0
1,0.5836531519889832,0.41634684801101685,0,0
0,0.9345935583114624,0.06540646404027939,0,1
0,0.6239285469055176,0.3760714530944824,0,1
0,0.9842664003372192,0.015733586624264717,0,1
0,0.8663108944892883,0.13368909060955048,0,1
1,0.8566098213195801,0.14339014887809753,0,0
0,0.7309879660606384,0.2690120339393616,0,1
1,0.5585874915122986,0.4414125382900238,0,0
0,0.9957776069641113,0.004222413524985313,0,1
0,0.9898607730865479,0.010139241814613342,0,1
1,0.23868313431739807,0.7613168954849243,1,1
0,0.9811143279075623,0.018885619938373566,0,1
0,0.995798647403717,0.004201311618089676,0,1
1,0.1844973862171173,0.8155025839805603,1,1
1,0.39653483033180237,0.6034651398658752,1,1
0,0.8612951040267944,0.1387048363685608,0,1
0,0.9752402305603027,0.024759700521826744,0,1
1,0.26895415782928467,0.7310457825660706,1,1
0,0.6568107604980469,0.34318920969963074,0,1
1,0.15979087352752686,0.8402090668678284,1,1
0,0.7933549284934998,0.20664507150650024,0,1
1,0.06495784223079681,0.935042142868042,1,1
1,0.09993529319763184,0.9000646471977234,1,1
1,0.28077471256256104,0.719225287437439,1,1
0,0.9921431541442871,0.007856832817196846,0,1
0,0.8291931748390198,0.17080684006214142,0,1
0,0.8741399645805359,0.1258600652217865,0,1
0,0.917097270488739,0.0829027071595192,0,1
1,0.04819987714290619,0.9518001675605774,1,1
1,0.838005006313324,0.16199496388435364,0,0
0,0.992780864238739,0.007219121791422367,0,1
1,0.04586163908243179,0.9541383385658264,1,1
1,0.7969183325767517,0.2030816525220871,0,0
1,0.07117347419261932,0.9288265705108643,1,1
0,0.8863803744316101,0.11361969262361526,0,1
0,0.8731664419174194,0.12683352828025818,0,1
0,0.9965094923973083,0.0034905141219496727,0,1
1,0.07822031527757645,0.9217796921730042,1,1
0,0.8898733258247375,0.11012665927410126,0,1
1,0.6792746782302856,0.32072535157203674,0,0
0,0.8255648016929626,0.17443519830703735,0,1
0,0.7312186360359192,0.2687814235687256,0,1
0,0.6784861087799072,0.32151392102241516,0,1
0,0.8838410377502441,0.11615891009569168,0,1
0,0.9564730525016785,0.04352701082825661,0,1
0,0.9439417123794556,0.05605829507112503,0,1
1,0.3690076470375061,0.6309923529624939,1,1
0,0.8438255190849304,0.15617451071739197,0,1
1,0.08316922932863235,0.9168307185173035,1,1
0,0.8652573823928833,0.1347426474094391,0,1
1,0.018424905836582184,0.9815751314163208,1,1
0,0.9878779649734497,0.012122071348130703,0,1
0,0.6158338785171509,0.3841661512851715,0,1
0,0.9162482023239136,0.08375174552202225,0,1
0,0.9710934162139893,0.028906624764204025,0,1
0,0.9249073266983032,0.075092613697052,0,1
1,0.6721135973930359,0.3278863728046417,0,0
0,0.9735759496688843,0.02642400935292244,0,1
0,0.9697445034980774,0.030255461111664772,0,1
1,0.06377814710140228,0.9362218976020813,1,1
0,0.9950109720230103,0.004989056382328272,0,1
1,0.4223836064338684,0.5776163935661316,1,1
0,0.9796850085258484,0.020314950495958328,0,1
0,0.9931324124336243,0.006867559161037207,0,1
0,0.8444606065750122,0.1555393934249878,0,1
1,0.3784222900867462,0.6215776801109314,1,1
0,0.9716952443122864,0.028304802253842354,0,1
0,0.9887346625328064,0.011265275999903679,0,1
0,0.9881523251533508,0.011847704648971558,0,1
1,0.023790502920746803,0.9762094616889954,1,1
0,0.9721314907073975,0.02786858007311821,0,1
0,0.9866918921470642,0.013308036141097546,0,1
0,0.9878876209259033,0.012112453579902649,0,1
0,0.9472287893295288,0.05277119576931,0,1
0,0.9074070453643799,0.0925929844379425,0,1
0,0.9934936165809631,0.006506411824375391,0,1
0,0.815815806388855,0.18418417870998383,0,1
0,0.9117763638496399,0.08822359889745712,0,1
0,0.9922194480895996,0.0077806212939321995,0,1
1,0.20942524075508118,0.7905747890472412,1,1
1,0.5979048013687134,0.40209516882896423,0,0
0,0.7856869101524353,0.21431303024291992,0,1
0,0.9732893705368042,0.026710569858551025,0,1
0,0.7201765179634094,0.27982351183891296,0,1
0,0.9530935287475586,0.04690646380186081,0,1
1,0.9793928861618042,0.02060713618993759,0,0
0,0.9944514632225037,0.00554854329675436,0,1
0,0.9132080078125,0.0867919921875,0,1
1,0.93092942237854,0.06907060742378235,0,0
1,0.083854079246521,0.9161459803581238,1,1
0,0.7666448950767517,0.2333550751209259,0,1
0,0.9124395847320557,0.0875604972243309,0,1
0,0.9485810995101929,0.0514189712703228,0,1
0,0.6320821046829224,0.3679179549217224,0,1
1,0.8488656878471375,0.15113428235054016,0,0
0,0.9939756989479065,0.006024278234690428,0,1
0,0.9457396864891052,0.05426032468676567,0,1
1,0.1413908749818802,0.858609139919281,1,1
0,0.9798315167427063,0.020168516784906387,0,1
0,0.958909809589386,0.04109016805887222,0,1
0,0.9785566329956055,0.02144334279000759,0,1
1,0.7474592328071594,0.2525407671928406,0,0
1,0.3346831500530243,0.6653168797492981,1,1
0,0.7048323154449463,0.2951677143573761,0,1
1,0.5588380694389343,0.4411618709564209,0,0
0,0.8513869047164917,0.1486130654811859,0,1
1,0.6743094325065613,0.3256905972957611,0,0
0,0.9337183833122253,0.06628157198429108,0,1
0,0.9644186496734619,0.03558139130473137,0,1
0,0.9858298897743225,0.014170114882290363,0,1
1,0.08528559654951096,0.9147143959999084,1,1
0,0.9249516725540161,0.0750483050942421,0,1
1,0.05848332494497299,0.9415166974067688,1,1
0,0.9830333590507507,0.016966674476861954,0,1
1,0.6239285469055176,0.3760714530944824,0,0
0,0.9889715313911438,0.011028455570340157,0,1
0,0.9812003970146179,0.018799616023898125,0,1
0,0.7753918170928955,0.22460822761058807,0,1
1,0.5354839563369751,0.4645160138607025,0,0
1,0.09953773766756058,0.9004622101783752,1,1
0,0.8002445101737976,0.1997554749250412,0,1
1,0.736062228679657,0.2639378607273102,0,0
0,0.973425030708313,0.026574937626719475,0,1
0,0.9757177233695984,0.024282274767756462,0,1
0,0.8801746368408203,0.11982543021440506,0,1
0,0.926514208316803,0.07348579168319702,0,1
1,0.8742499351501465,0.12575003504753113,0,0
0,0.9843393564224243,0.015660664066672325,0,1
0,0.9627633094787598,0.037236690521240234,0,1
0,0.97171550989151,0.028284532949328423,0,1
0,0.038093794137239456,0.9619061946868896,1,0
0,0.8814507126808167,0.11854930222034454,0,1
0,0.29279154539108276,0.7072084546089172,1,0
0,0.9599254727363586,0.04007454589009285,0,1
1,0.8275632262229919,0.17243675887584686,0,0
0,0.9888182282447815,0.011181704699993134,0,1
1,0.34205329418182373,0.6579467058181763,1,1
1,0.39456602931022644,0.605434000492096,1,1
1,0.693307638168335,0.30669236183166504,0,0
0,0.7305669188499451,0.2694331407546997,0,1
0,0.910768449306488,0.08923161029815674,0,1
0,0.9486188292503357,0.051381099969148636,0,1
0,0.5789905190467834,0.42100948095321655,0,1
0,0.8811878561973572,0.11881209164857864,0,1
0,0.9474664926528931,0.05253346636891365,0,1
0,0.9958194494247437,0.004180500283837318,0,1
0,0.9935651421546936,0.0064348517917096615,0,1
0,0.9303593039512634,0.06964071094989777,0,1
0,0.9683310985565186,0.031668875366449356,0,1
1,0.8214558959007263,0.17854411900043488,0,0
0,0.8826110363006592,0.11738899350166321,0,1
0,0.9753182530403137,0.02468169294297695,0,1
1,0.5401654243469238,0.45983460545539856,0,0
0,0.662334680557251,0.3376653492450714,0,1
0,0.9939536452293396,0.006046315189450979,0,1
0,0.8529976010322571,0.1470024138689041,0,1
1,0.16269980370998383,0.8373002409934998,1,1
1,0.8888606429100037,0.11113934218883514,0,0
0,0.6009236574172974,0.3990764021873474,0,1
0,0.881960928440094,0.11803913861513138,0,1
1,0.04374682158231735,0.9562532305717468,1,1
1,0.8244690299034119,0.17553097009658813,0,0
0,0.9289429783821106,0.07105701416730881,0,1
0,0.9950109720230103,0.004989056382328272,0,1
0,0.9696567058563232,0.030343232676386833,0,1
1,0.3930816352367401,0.606918454170227,1,1
0,0.7747381329536438,0.2252618968486786,0,1
0,0.784956157207489,0.21504388749599457,0,1
0,0.2457434982061386,0.754256546497345,1,0
0,0.9932952523231506,0.006704787723720074,0,1
0,0.8328195214271545,0.16718049347400665,0,1
0,0.8810160756111145,0.11898385733366013,0,1
0,0.9907461404800415,0.00925381202250719,0,1
0,0.9250167608261108,0.07498322427272797,0,1
1,0.5812110900878906,0.418788880109787,0,0
1,0.3023563623428345,0.6976436376571655,1,1
0,0.9712770581245422,0.028722964227199554,0,1
0,0.8745338320732117,0.1254662126302719,0,1
0,0.9847676157951355,0.015232376754283905,0,1
1,0.03086267039179802,0.9691372513771057,1,1
0,0.7965534329414368,0.20344653725624084,0,1
0,0.9922194480895996,0.0077806212939321995,0,1
0,0.8356491327285767,0.16435083746910095,0,1
1,0.47964975237846375,0.5203503370285034,1,1
0,0.7312186360359192,0.2687814235687256,0,1
0,0.9908590912818909,0.00914089661091566,0,1
0,0.8245323300361633,0.17546769976615906,0,1
0,0.8610610365867615,0.1389390081167221,0,1
0,0.9830889105796814,0.016911059617996216,0,1
1,0.12528933584690094,0.8747106194496155,1,1
0,0.8181142210960388,0.1818857491016388,0,1
0,0.9897292852401733,0.01027069054543972,0,1
0,0.974139928817749,0.025860121473670006,0,1
0,0.9813148379325867,0.018685167655348778,0,1
0,0.9661688208580017,0.03383120521903038,0,1
0,0.8507543206214905,0.14924560487270355,0,1
0,0.9957784414291382,0.004221601411700249,0,1
0,0.9130344390869141,0.08696559071540833,0,1
0,0.8626141548156738,0.13738581538200378,0,1
0,0.9339345097541809,0.06606549024581909,0,1
0,0.9890991449356079,0.010900887660682201,0,1
1,0.10304181277751923,0.8969582319259644,1,1
0,0.9389599561691284,0.06104005500674248,0,1
0,0.9247605204582214,0.07523944228887558,0,1
0,0.795350968837738,0.20464903116226196,0,1
0,0.38110384345054626,0.6188961863517761,1,0
0,0.9908788800239563,0.009121102280914783,0,1
0,0.9859883189201355,0.014011741615831852,0,1
0,0.7451898455619812,0.2548102140426636,0,1
1,0.1863332837820053,0.8136666417121887,1,1
1,0.18945811688899994,0.8105419278144836,1,1
0,0.7934708595275879,0.20652912557125092,0,1
0,0.9666664600372314,0.03333350270986557,0,1
1,0.7969183325767517,0.2030816525220871,0,0
0,0.21745789051055908,0.7825421094894409,1,0
1,0.3240043520927429,0.6759955883026123,1,1
0,0.9962447285652161,0.0037552316207438707,0,1
1,0.023039396852254868,0.9769606590270996,1,1
1,0.36356329917907715,0.6364366412162781,1,1
1,0.8212775588035583,0.17872239649295807,0,0
1,0.1128215342760086,0.8871784806251526,1,1
0,0.9334263205528259,0.06657369434833527,0,1
0,0.8864930272102356,0.113506980240345,0,1
0,0.8950566649436951,0.10494329035282135,0,1
0,0.6442196369171143,0.3557804226875305,0,1
1,0.21751323342323303,0.7824867963790894,1,1
0,0.7418530583381653,0.2581469416618347,0,1
0,0.99577397108078,0.004226021468639374,0,1
0,0.9751089811325073,0.024890972301363945,0,1
0,0.9871199131011963,0.012880143709480762,0,1
0,0.9749138355255127,0.02508619800209999,0,1
0,0.8579276204109192,0.142072394490242,0,1
0,0.9882815480232239,0.011718439869582653,0,1
0,0.9870225787162781,0.01297748927026987,0,1
0,0.9602036476135254,0.03979635238647461,0,1
0,0.94634610414505,0.05365383252501488,0,1
0,0.9111593961715698,0.08884056657552719,0,1
0,0.9869808554649353,0.013019141741096973,0,1
1,0.31265854835510254,0.6873414516448975,1,1
0,0.9906999468803406,0.009300105273723602,0,1
0,0.7307420969009399,0.26925793290138245,0,1
0,0.7902079224586487,0.2097920924425125,0,1
0,0.9896935820579529,0.010306481271982193,0,1
0,0.992197573184967,0.007802384905517101,0,1
0,0.8600999116897583,0.1399000734090805,0,1
1,0.30507779121398926,0.6949222683906555,1,1
1,0.01775793544948101,0.9822421073913574,1,1
0,0.9911289215087891,0.008871028199791908,0,1
0,0.9757404923439026,0.02425948716700077,0,1
0,0.47222834825515747,0.5277717113494873,1,0
1,0.025047414004802704,0.9749525785446167,1,1
1,0.4158279597759247,0.5841720104217529,1,1
0,0.987544059753418,0.012455993331968784,0,1
0,0.9485175609588623,0.0514824353158474,0,1
1,0.6724547743797302,0.3275451958179474,0,0
0,0.9345329403877258,0.06546703726053238,0,1
0,0.8230123519897461,0.1769876480102539,0,1
1,0.530611515045166,0.4693884551525116,0,0
0,0.9908590912818909,0.00914089661091566,0,1
1,0.9242785573005676,0.07572143524885178,0,0
0,0.9785903692245483,0.021409600973129272,0,1
0,0.7799975872039795,0.22000239789485931,0,1
0,0.9869808554649353,0.013019141741096973,0,1
0,0.7913419604301453,0.20865803956985474,0,1
0,0.989838719367981,0.01016122754663229,0,1
0,0.7470336556434631,0.25296640396118164,0,1
1,0.4246375858783722,0.5753624439239502,1,1
0,0.8231306672096252,0.17686927318572998,0,1
0,0.6373692750930786,0.36263078451156616,0,1
0,0.9671638011932373,0.03283623233437538,0,1
0,0.9826724529266357,0.017327599227428436,0,1
0,0.9387425184249878,0.06125745549798012,0,1
0,0.902298629283905,0.09770135581493378,0,1
1,0.028887862339615822,0.971112072467804,1,1
0,0.989838719367981,0.01016122754663229,0,1
0,0.8626827597618103,0.1373172104358673,0,1
0,0.9551387429237366,0.044861264526844025,0,1
1,0.7854558229446411,0.2145441174507141,0,0
0,0.6233597993850708,0.3766402304172516,0,1
1,0.5594257116317749,0.4405742287635803,0,0
0,0.889530599117279,0.11046944558620453,0,1
0,0.7938399314880371,0.20616014301776886,0,1
0,0.9962447285652161,0.0037552316207438707,0,1
0,0.9908788800239563,0.009121102280914783,0,1
0,0.9811143279075623,0.018885619938373566,0,1
0,0.9472287893295288,0.05277119576931,0,1
1,0.6024412512779236,0.3975587785243988,0,0
0,0.7759301066398621,0.2240699827671051,0,1
0,0.9848004579544067,0.015199580229818821,0,1
0,0.856377899646759,0.14362205564975739,0,1
0,0.694425642490387,0.3055743873119354,0,1
0,0.8214558959007263,0.17854411900043488,0,1
0,0.20998571813106537,0.7900142669677734,1,0
0,0.935455858707428,0.06454412639141083,0,1
0,0.7749820351600647,0.22501792013645172,0,1
0,0.988332211971283,0.011667810380458832,0,1
0,0.9236941933631897,0.0763057991862297,0,1
0,0.9889501929283142,0.011049741879105568,0,1
0,0.9898607730865479,0.010139241814613342,0,1
1,0.8341848850250244,0.16581514477729797,0,0
0,0.9759719967842102,0.024028010666370392,0,1
1,0.5183224081993103,0.48167750239372253,0,0
0,0.9870920181274414,0.012907988391816616,0,1
1,0.22439676523208618,0.7756032347679138,1,1
0,0.19417059421539307,0.8058294653892517,1,0
0,0.6722397208213806,0.3277602791786194,0,1
0,0.8873478174209595,0.11265219002962112,0,1
0,0.9519250392913818,0.04807500168681145,0,1
0,0.7290797233581543,0.2709203362464905,0,1
0,0.9847196340560913,0.015280417166650295,0,1
0,0.9837088584899902,0.016291117295622826,0,1
0,0.8840128183364868,0.11598715931177139,0,1
0,0.9674360752105713,0.03256390988826752,0,1
0,0.8809629082679749,0.11903705447912216,0,1
0,0.9898513555526733,0.010148664936423302,0,1
1,0.5527926683425903,0.44720733165740967,0,0
0,0.9060928821563721,0.09390711039304733,0,1
0,0.9846367835998535,0.015363235957920551,0,1
0,0.775270938873291,0.22472912073135376,0,1
0,0.7969183325767517,0.2030816525220871,0,1
0,0.5861428380012512,0.413857102394104,0,1
0,0.8971624374389648,0.10283759236335754,0,1
0,0.8873478174209595,0.11265219002962112,0,1
1,0.661418080329895,0.33858197927474976,0,0
1,0.2591460943222046,0.7408539056777954,1,1
0,0.9174806475639343,0.08251936733722687,0,1
0,0.9824147820472717,0.01758520118892193,0,1
0,0.9276842474937439,0.0723157599568367,0,1
0,0.9656981229782104,0.034301891922950745,0,1
0,0.987033486366272,0.012966504320502281,0,1
0,0.9410355091094971,0.058964528143405914,0,1
0,0.8183299899101257,0.18167001008987427,0,1
0,0.826233446598053,0.17376647889614105,0,1
0,0.9831152558326721,0.01688467338681221,0,1
0,0.24849508702754974,0.7515048980712891,1,0
0,0.9691290855407715,0.03087087906897068,0,1
0,0.9703163504600525,0.02968369424343109,0,1
0,0.8790932297706604,0.12090680003166199,0,1
0,0.9681411385536194,0.03185880929231644,0,1
0,0.9853745698928833,0.014625467360019684,0,1
0,0.8749509453773499,0.12504908442497253,0,1
0,0.9789136648178101,0.021086297929286957,0,1
0,0.8901346921920776,0.10986531525850296,0,1
0,0.9829338192939758,0.017066149041056633,0,1
1,0.04580254107713699,0.9541974067687988,1,1
1,0.2390279769897461,0.7609720230102539,1,1
0,0.9248648881912231,0.07513514161109924,0,1
0,0.6754536628723145,0.32454636693000793,0,1
0,0.8530600070953369,0.1469399631023407,0,1
0,0.9331013560295105,0.0668986365199089,0,1
1,0.019881200045347214,0.9801187515258789,1,1
0,0.9846035838127136,0.015396363101899624,0,1
0,0.9730692505836487,0.026930715888738632,0,1
1,0.5271148681640625,0.4728851914405823,0,0
0,0.9939642548561096,0.006035793572664261,0,1
0,0.8198581337928772,0.1801418513059616,0,1
0,0.6566292643547058,0.34337079524993896,0,1
0,0.8197010159492493,0.18029899895191193,0,1
0,0.6727833151817322,0.32721665501594543,0,1
0,0.9476094245910645,0.052390582859516144,0,1
0,0.876470148563385,0.1235298290848732,0,1
1,0.8826110363006592,0.11738899350166321,0,0
0,0.9810727834701538,0.01892721652984619,0,1
0,0.9773554801940918,0.022644557058811188,0,1
0,0.8640089631080627,0.13599099218845367,0,1
0,0.9907696843147278,0.009230312891304493,0,1
0,0.7106760144233704,0.289324015378952,0,1
0,0.8196119666099548,0.18038806319236755,0,1
0,0.7935670614242554,0.20643293857574463,0,1
1,0.4333260953426361,0.5666738748550415,1,1
0,0.9943789839744568,0.005621003918349743,0,1
0,0.4717773199081421,0.5282226800918579,1,0
0,0.9696283936500549,0.030371610075235367,0,1
0,0.9887961149215698,0.011203854344785213,0,1
1,0.02547908015549183,0.9745209217071533,1,1
0,0.8575789332389832,0.14242105185985565,0,1
1,0.6573556065559387,0.34264445304870605,0,0
0,0.4978393316268921,0.5021606087684631,1,0
0,0.9489237070083618,0.0510762520134449,0,1
0,0.8021235466003418,0.1978764533996582,0,1
1,0.058183684945106506,0.9418162703514099,1,1
0,0.9501659870147705,0.049834027886390686,0,1
1,0.6044252514839172,0.3955747187137604,0,0
0,0.9508297443389893,0.04917024075984955,0,1
1,0.19292844831943512,0.8070715665817261,1,1
0,0.9898607730865479,0.010139241814613342,0,1
1,0.05326775833964348,0.946732223033905,1,1
0,0.9860913157463074,0.013908635824918747,0,1
1,0.3424469828605652,0.6575530171394348,1,1
0,0.9798067808151245,0.02019323781132698,0,1
0,0.982923686504364,0.017076263204216957,0,1
0,0.8658949136734009,0.1341051161289215,0,1
1,0.7122668027877808,0.2877332270145416,0,0
0,0.9353814125061035,0.06461857259273529,0,1
1,0.8937076330184937,0.10629231482744217,0,0
0,0.9897134304046631,0.010286611504852772,0,1
0,0.7802590727806091,0.21974095702171326,0,1
1,0.5049172043800354,0.4950827658176422,0,0
0,0.7969183325767517,0.2030816525220871,0,1
0,0.867276668548584,0.13272331655025482,0,1
0,0.9880014061927795,0.011998654343187809,0,1
0,0.9892597198486328,0.01074026245623827,0,1
0,0.8893731832504272,0.11062676459550858,0,1
1,0.6984257102012634,0.3015742897987366,0,0
0,0.22550852596759796,0.7744914293289185,1,0
1,0.13803508877754211,0.8619648814201355,1,1
0,0.9887091517448425,0.011290852911770344,0,1
0,0.6336749792098999,0.3663249909877777,0,1
1,0.03501160070300102,0.9649884700775146,1,1
0,0.9811914563179016,0.018808549270033836,0,1
1,0.02093149535357952,0.9790685176849365,1,1
0,0.8838544487953186,0.11614557355642319,0,1
1,0.34985852241516113,0.6501414775848389,1,1
1,0.34384241700172424,0.6561576128005981,1,1
0,0.9271429777145386,0.07285697013139725,0,1
1,0.07877881079912186,0.9212211966514587,1,1
1,0.06746285408735275,0.9325371384620667,1,1
1,0.5932570099830627,0.4067429304122925,0,0
1,0.03537426516413689,0.9646257162094116,1,1
0,0.9735991358757019,0.026400834321975708,0,1
0,0.8445272445678711,0.1554727852344513,0,1
0,0.9681147933006287,0.03188527747988701,0,1
1,0.4041961133480072,0.5958039164543152,1,1
0,0.8810160756111145,0.11898385733366013,0,1
0,0.9898607730865479,0.010139241814613342,0,1
0,0.7439699769020081,0.2560300827026367,0,1
0,0.7965534329414368,0.20344653725624084,0,1
1,0.30542218685150146,0.6945778131484985,1,1
0,0.9914080500602722,0.008591916412115097,0,1
0,0.9835186004638672,0.016481442376971245,0,1
0,0.8828813433647156,0.11711861938238144,0,1
1,0.0230698361992836,0.9769301414489746,1,1
0,0.7824847102165222,0.21751528978347778,0,1
1,0.9484894871711731,0.05151047930121422,0,0
0,0.7422665953636169,0.25773340463638306,0,1
1,0.9690616130828857,0.030938364565372467,0,0
0,0.9091059565544128,0.09089399129152298,0,1
1,0.05135949328541756,0.9486405253410339,1,1
0,0.9813148379325867,0.018685167655348778,0,1
1,0.03909175843000412,0.9609082341194153,1,1
1,0.6340186595916748,0.3659813106060028,0,0
1,0.36998414993286133,0.6300158500671387,1,1
0,0.7721668481826782,0.22783316671848297,0,1
1,0.16540376842021942,0.8345961570739746,1,1
0,0.9831152558326721,0.01688467338681221,0,1
1,0.6512741446495056,0.3487257659435272,0,0
0,0.9130344390869141,0.08696559071540833,0,1
1,0.8723024129867554,0.12769755721092224,0,0
1,0.823818027973175,0.17618192732334137,0,0
0,0.9607044458389282,0.03929557278752327,0,1
0,0.5907120108604431,0.4092879593372345,0,1
0,0.8475046753883362,0.15249532461166382,0,1
0,0.8070774674415588,0.19292256236076355,0,1
0,0.7290797233581543,0.2709203362464905,0,1
0,0.7901252508163452,0.20987476408481598,0,1
1,0.09255737066268921,0.907442569732666,1,1
0,0.9347655773162842,0.06523434817790985,0,1
0,0.9907696843147278,0.009230312891304493,0,1
0,0.928886353969574,0.07111362367868423,0,1
0,0.9762109518051147,0.023789051920175552,0,1
1,0.009772277437150478,0.9902276992797852,1,1
0,0.9699178338050842,0.030082205310463905,0,1
0,0.9235398173332214,0.07646019011735916,0,1
1,0.054602909833192825,0.945397138595581,1,1
0,0.9269440174102783,0.07305601984262466,0,1
0,0.9234327673912048,0.07656725496053696,0,1
1,0.18184852600097656,0.8181514143943787,1,1
0,0.8971624374389648,0.10283759236335754,0,1
0,0.9830789566040039,0.016921034082770348,0,1
0,0.9878876209259033,0.012112453579902649,0,1
0,0.7726113796234131,0.2273886352777481,0,1
1,0.09010868519544601,0.9098913073539734,1,1
1,0.021885154768824577,0.9781147837638855,1,1
1,0.028327247127890587,0.9716727137565613,1,1
0,0.9690616130828857,0.030938364565372467,0,1
0,0.8016405701637268,0.19835945963859558,0,1
0,0.944976806640625,0.0550231970846653,0,1
0,0.7438791394233704,0.25612086057662964,0,1
0,0.9250167608261108,0.07498322427272797,0,1
0,0.9896854162216187,0.010314571671187878,0,1
0,0.2859933078289032,0.7140066623687744,1,0
1,0.5360866785049438,0.46391332149505615,0,0
0,0.8954740762710571,0.10452591627836227,0,1
0,0.9839048981666565,0.016095057129859924,0,1
1,0.5798473954200745,0.4201526343822479,0,0
0,0.9962447285652161,0.0037552316207438707,0,1
0,0.8472833037376404,0.15271668136119843,0,1
0,0.7874248623847961,0.21257510781288147,0,1
1,0.01216806285083294,0.9878320097923279,1,1
0,0.9813148379325867,0.018685167655348778,0,1
1,0.2402859479188919,0.7597140669822693,1,1
0,0.9016650915145874,0.09833485633134842,0,1
0,0.9718747735023499,0.028125224635004997,0,1
0,0.9953622221946716,0.004637769889086485,0,1
1,0.8623546361923218,0.13764533400535583,0,0
